fiscal_year,program_area_name,organization_type,award_status,cnt_award_status,state_code,state_name
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,4,IN,INDIANA
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,1,KS,KANSAS
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,18,MA,MASSACHUSETTS
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,7,MD,MARYLAND
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,1,ME,MAINE
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,4,MI,MICHIGAN
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,2,MN,MINNESOTA
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,1,MO,MISSOURI
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,1,MS,MISSISSIPPI
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,3,MT,MONTANA
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,13,NC,NORTH CAROLINA
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,3,NE,NEBRASKA
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,4,NJ,NEW JERSEY
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,2,NM,NEW MEXICO
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,4,NY,NEW YORK
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,12,OH,OHIO
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,5,OR,OREGON
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,7,PA,PENNSYLVANIA
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,2,SD,SOUTH DAKOTA
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,3,TN,TENNESSEE
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,21,TX,TEXAS
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,2,UT,UTAH
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,12,VA,VIRGINIA
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,11,WA,WASHINGTON
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,5,WI,WISCONSIN
2010,Small Business Innovation Research Program,Private For-Profit,not-awarded,1,WY,WYOMING
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,AK,ALASKA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,1,AL,ALABAMA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,AR,ARKANSAS
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,10,AZ,ARIZONA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,CA,CALIFORNIA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,CO,COLORADO
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,CT,CONNECTICUT
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,DE,DELAWARE
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,5,FL,FLORIDA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,4,GA,GEORGIA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,GU,GUAM
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,HI,HAWAII
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,IA,IOWA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,6,ID,IDAHO
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,IL,ILLINOIS
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,4,IN,INDIANA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,5,KS,KANSAS
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,6,KY,KENTUCKY
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,LA,LOUISIANA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,MA,MASSACHUSETTS
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,MD,MARYLAND
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,ME,MAINE
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,5,MI,MICHIGAN
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,6,MN,MINNESOTA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,MO,MISSOURI
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,MS,MISSISSIPPI
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,4,MT,MONTANA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,NC,NORTH CAROLINA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,4,ND,NORTH DAKOTA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,NE,NEBRASKA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,1,NH,NEW HAMPSHIRE
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,NJ,NEW JERSEY
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,NM,NEW MEXICO
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,4,NV,NEVADA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,OH,OHIO
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,4,OK,OKLAHOMA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,OR,OREGON
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,4,PA,PENNSYLVANIA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,1,PR,PUERTO RICO
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,RI,RHODE ISLAND
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,2,SC,SOUTH CAROLINA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,6,SD,SOUTH DAKOTA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,4,TN,TENNESSEE
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,TX,TEXAS
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,4,UT,UTAH
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,VA,VIRGINIA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,1,VI,VIRGIN ISLANDS OF THE U.S.
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,4,VT,VERMONT
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,4,WA,WASHINGTON
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,WI,WISCONSIN
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,WV,WEST VIRGINIA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,awarded,3,WY,WYOMING
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,AL,ALABAMA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,AR,ARKANSAS
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,CA,CALIFORNIA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,CO,COLORADO
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,GA,GEORGIA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,ID,IDAHO
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,2,LA,LOUISIANA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,MD,MARYLAND
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,ME,MAINE
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,2,MN,MINNESOTA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,2,MS,MISSISSIPPI
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,2,NC,NORTH CAROLINA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,ND,NORTH DAKOTA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,NE,NEBRASKA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,OH,OHIO
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,OK,OKLAHOMA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,2,PR,PUERTO RICO
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,SD,SOUTH DAKOTA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,2,TX,TEXAS
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,VA,VIRGINIA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,2,VT,VERMONT
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,WA,WASHINGTON
2010,"Smith-Lever 3B, 3C, and 3D Programs",1862 Land-Grant University,not-awarded,1,WI,WISCONSIN
2010,"Smith-Lever 3B, 3C, and 3D Programs",1890 Land-Grant University (incl Tuskegee),awarded,2,AL,ALABAMA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1890 Land-Grant University (incl Tuskegee),awarded,2,FL,FLORIDA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1890 Land-Grant University (incl Tuskegee),awarded,1,NC,NORTH CAROLINA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1890 Land-Grant University (incl Tuskegee),awarded,1,WV,WEST VIRGINIA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1890 Land-Grant University (incl Tuskegee),not-awarded,1,TX,TEXAS
2010,"Smith-Lever 3B, 3C, and 3D Programs",1890 Land-Grant University (incl Tuskegee),not-awarded,1,WV,WEST VIRGINIA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,2,AZ,ARIZONA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,1,KS,KANSAS
2010,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,3,MI,MICHIGAN
2010,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,2,MN,MINNESOTA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,10,MT,MONTANA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,6,ND,NORTH DAKOTA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,2,NE,NEBRASKA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,4,NM,NEW MEXICO
2010,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,4,SD,SOUTH DAKOTA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,3,WA,WASHINGTON
2010,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,awarded,4,WI,WISCONSIN
2010,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,not-awarded,2,ND,NORTH DAKOTA
2010,"Smith-Lever 3B, 3C, and 3D Programs",1994 Land-Grant University,not-awarded,2,NM,NEW MEXICO
2010,"Smith-Lever 3B, 3C, and 3D Programs",Other,awarded,1,MP,NORTHERN MARIANA ISLANDS
2010,"Smith-Lever 3B, 3C, and 3D Programs",Other,awarded,2,MT,MONTANA
2010,"Smith-Lever 3B, 3C, and 3D Programs",Other,awarded,1,PA,PENNSYLVANIA
2010,"Smith-Lever 3B, 3C, and 3D Programs",Other,awarded,1,WI,WISCONSIN
2010,"Smith-Lever 3B, 3C, and 3D Programs",Private University or College,awarded,3,NY,NEW YORK
2010,"Smith-Lever 3B, 3C, and 3D Programs",Private University or College,not-awarded,2,DE,DELAWARE
2010,"Smith-Lever 3B, 3C, and 3D Programs","State, Local, or Tribal Government",awarded,1,MN,MINNESOTA
2010,"Smith-Lever 3B, 3C, and 3D Programs","State, Local, or Tribal Government",awarded,3,MT,MONTANA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,1,AK,ALASKA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,3,AL,ALABAMA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,4,AR,ARKANSAS
2010,Special Research Grants Program,1862 Land-Grant University,awarded,1,AS,AMERICAN SAMOA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,1,AZ,ARIZONA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,6,CA,CALIFORNIA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,3,CO,COLORADO
2010,Special Research Grants Program,1862 Land-Grant University,awarded,2,CT,CONNECTICUT
2010,Special Research Grants Program,1862 Land-Grant University,awarded,1,DE,DELAWARE
2010,Special Research Grants Program,1862 Land-Grant University,awarded,27,FL,FLORIDA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,3,GA,GEORGIA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,4,GU,GUAM
2010,Special Research Grants Program,1862 Land-Grant University,awarded,16,HI,HAWAII
2010,Special Research Grants Program,1862 Land-Grant University,awarded,8,IA,IOWA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,5,ID,IDAHO
2010,Special Research Grants Program,1862 Land-Grant University,awarded,4,IL,ILLINOIS
2010,Special Research Grants Program,1862 Land-Grant University,awarded,3,IN,INDIANA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,5,KS,KANSAS
2010,Special Research Grants Program,1862 Land-Grant University,awarded,3,KY,KENTUCKY
2010,Special Research Grants Program,1862 Land-Grant University,awarded,5,LA,LOUISIANA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,2,MA,MASSACHUSETTS
2010,Special Research Grants Program,1862 Land-Grant University,awarded,1,MD,MARYLAND
2010,Special Research Grants Program,1862 Land-Grant University,awarded,3,ME,MAINE
2010,Special Research Grants Program,1862 Land-Grant University,awarded,11,MI,MICHIGAN
2010,Special Research Grants Program,1862 Land-Grant University,awarded,2,MN,MINNESOTA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,8,MO,MISSOURI
2010,Special Research Grants Program,1862 Land-Grant University,awarded,5,MS,MISSISSIPPI
2010,Special Research Grants Program,1862 Land-Grant University,awarded,5,MT,MONTANA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,6,NC,NORTH CAROLINA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,2,ND,NORTH DAKOTA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,1,NE,NEBRASKA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,2,NJ,NEW JERSEY
2010,Special Research Grants Program,1862 Land-Grant University,awarded,7,NM,NEW MEXICO
2010,Special Research Grants Program,1862 Land-Grant University,awarded,2,NV,NEVADA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,5,NY,NEW YORK
2010,Special Research Grants Program,1862 Land-Grant University,awarded,3,OH,OHIO
2010,Special Research Grants Program,1862 Land-Grant University,awarded,5,OK,OKLAHOMA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,8,OR,OREGON
2010,Special Research Grants Program,1862 Land-Grant University,awarded,6,PA,PENNSYLVANIA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,5,PR,PUERTO RICO
2010,Special Research Grants Program,1862 Land-Grant University,awarded,1,RI,RHODE ISLAND
2010,Special Research Grants Program,1862 Land-Grant University,awarded,3,SC,SOUTH CAROLINA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,3,SD,SOUTH DAKOTA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,3,TN,TENNESSEE
2010,Special Research Grants Program,1862 Land-Grant University,awarded,11,TX,TEXAS
2010,Special Research Grants Program,1862 Land-Grant University,awarded,2,UT,UTAH
2010,Special Research Grants Program,1862 Land-Grant University,awarded,3,VA,VIRGINIA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,4,VT,VERMONT
2010,Special Research Grants Program,1862 Land-Grant University,awarded,13,WA,WASHINGTON
2010,Special Research Grants Program,1862 Land-Grant University,awarded,2,WI,WISCONSIN
2010,Special Research Grants Program,1862 Land-Grant University,awarded,2,WV,WEST VIRGINIA
2010,Special Research Grants Program,1862 Land-Grant University,awarded,2,WY,WYOMING
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,2,AL,ALABAMA
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,AR,ARKANSAS
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,AZ,ARIZONA
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,2,CA,CALIFORNIA
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,CO,COLORADO
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,2,FL,FLORIDA
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,2,HI,HAWAII
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,LA,LOUISIANA
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,2,MD,MARYLAND
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,2,MI,MICHIGAN
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,2,MS,MISSISSIPPI
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,MT,MONTANA
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,2,NC,NORTH CAROLINA
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,NE,NEBRASKA
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,NJ,NEW JERSEY
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,OH,OHIO
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,OK,OKLAHOMA
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,OR,OREGON
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,3,PA,PENNSYLVANIA
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,SC,SOUTH CAROLINA
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,5,TX,TEXAS
2010,Special Research Grants Program,1862 Land-Grant University,not-awarded,1,WA,WASHINGTON
2010,Special Research Grants Program,1890 Land-Grant University (incl Tuskegee),awarded,1,KY,KENTUCKY
2010,Special Research Grants Program,1890 Land-Grant University (incl Tuskegee),awarded,1,TX,TEXAS
2010,Special Research Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,1,MI,MICHIGAN
2010,Special Research Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,2,MO,MISSOURI
2010,Special Research Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,1,MT,MONTANA
2010,Special Research Grants Program,1890 Land-Grant University (incl Tuskegee),not-awarded,1,OH,OHIO
2010,Special Research Grants Program,Individual,not-awarded,1,CA,CALIFORNIA
2010,Special Research Grants Program,Individual,not-awarded,1,CO,COLORADO
2010,Special Research Grants Program,Non Land-Grant Public University or College,not-awarded,1,GU,GUAM
2010,Special Research Grants Program,Other,awarded,2,VI,VIRGIN ISLANDS OF THE U.S.
2010,Special Research Grants Program,Other,not-awarded,1,CA,CALIFORNIA
2010,Special Research Grants Program,Private For-Profit,not-awarded,1,OH,OHIO
2010,Special Research Grants Program,Private Non-profit,awarded,2,GA,GEORGIA
2010,Special Research Grants Program,Private Non-profit,not-awarded,3,GA,GEORGIA
2010,Special Research Grants Program,Private Non-profit,not-awarded,1,WA,WASHINGTON
2010,Special Research Grants Program,Private University or College,awarded,7,NY,NEW YORK
2010,Special Research Grants Program,Private University or College,not-awarded,5,NY,NEW YORK
2010,Special Research Grants Program,Private University or College,not-awarded,1,OK,OKLAHOMA
2010,Special Research Grants Program,USDA Agency,awarded,1,CA,CALIFORNIA
2010,Special Research Grants Program,USDA Agency,not-awarded,1,CA,CALIFORNIA
2010,Special Research Grants Program,USDA Agency,not-awarded,2,IL,ILLINOIS
2010,Specialty Crop Research Initiative,1862 Land-Grant University,awarded,1,AL,ALABAMA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,awarded,1,AZ,ARIZONA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,awarded,3,CA,CALIFORNIA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,awarded,1,CO,COLORADO
2010,Specialty Crop Research Initiative,1862 Land-Grant University,awarded,1,FL,FLORIDA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,awarded,1,IL,ILLINOIS
2010,Specialty Crop Research Initiative,1862 Land-Grant University,awarded,1,IN,INDIANA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,awarded,2,MI,MICHIGAN
2010,Specialty Crop Research Initiative,1862 Land-Grant University,awarded,1,MN,MINNESOTA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,awarded,1,MP,NORTHERN MARIANA ISLANDS
2010,Specialty Crop Research Initiative,1862 Land-Grant University,awarded,1,NY,NEW YORK
2010,Specialty Crop Research Initiative,1862 Land-Grant University,awarded,1,OH,OHIO
2010,Specialty Crop Research Initiative,1862 Land-Grant University,awarded,1,OK,OKLAHOMA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,awarded,2,OR,OREGON
2010,Specialty Crop Research Initiative,1862 Land-Grant University,awarded,1,PA,PENNSYLVANIA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,awarded,1,TN,TENNESSEE
2010,Specialty Crop Research Initiative,1862 Land-Grant University,awarded,1,TX,TEXAS
2010,Specialty Crop Research Initiative,1862 Land-Grant University,awarded,2,VA,VIRGINIA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,awarded,1,WA,WASHINGTON
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,3,AL,ALABAMA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,2,AR,ARKANSAS
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,4,AZ,ARIZONA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,3,CA,CALIFORNIA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,1,CO,COLORADO
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,1,CT,CONNECTICUT
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,11,FL,FLORIDA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,1,IA,IOWA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,2,IL,ILLINOIS
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,3,IN,INDIANA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,1,KY,KENTUCKY
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,1,LA,LOUISIANA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,4,MA,MASSACHUSETTS
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,6,MI,MICHIGAN
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,2,MN,MINNESOTA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,1,MO,MISSOURI
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,3,MS,MISSISSIPPI
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,4,NC,NORTH CAROLINA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,2,ND,NORTH DAKOTA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,3,NJ,NEW JERSEY
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,1,NY,NEW YORK
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,4,OH,OHIO
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,1,OK,OKLAHOMA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,5,OR,OREGON
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,2,PA,PENNSYLVANIA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,3,SC,SOUTH CAROLINA
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,3,TX,TEXAS
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,1,VT,VERMONT
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,3,WA,WASHINGTON
2010,Specialty Crop Research Initiative,1862 Land-Grant University,not-awarded,1,WI,WISCONSIN
2010,Specialty Crop Research Initiative,Individual,not-awarded,1,ID,IDAHO
2010,Specialty Crop Research Initiative,Other,awarded,1,PA,PENNSYLVANIA
2010,Specialty Crop Research Initiative,Other,not-awarded,1,GA,GEORGIA
2010,Specialty Crop Research Initiative,Other,not-awarded,1,TX,TEXAS
2010,Specialty Crop Research Initiative,Other Federal Agency/Department,awarded,1,MD,MARYLAND
2010,Specialty Crop Research Initiative,Private For-Profit,not-awarded,1,CA,CALIFORNIA
2010,Specialty Crop Research Initiative,Private For-Profit,not-awarded,1,CO,COLORADO
2010,Specialty Crop Research Initiative,Private For-Profit,not-awarded,1,HI,HAWAII
2010,Specialty Crop Research Initiative,Private For-Profit,not-awarded,1,MA,MASSACHUSETTS
2010,Specialty Crop Research Initiative,Private For-Profit,not-awarded,1,MS,MISSISSIPPI
2010,Specialty Crop Research Initiative,Private Non-profit,not-awarded,1,CA,CALIFORNIA
2010,Specialty Crop Research Initiative,Private Non-profit,not-awarded,2,GA,GEORGIA
2010,Specialty Crop Research Initiative,Private Non-profit,not-awarded,1,MD,MARYLAND
2010,Specialty Crop Research Initiative,Private Non-profit,not-awarded,1,OH,OHIO
2010,Specialty Crop Research Initiative,Private Non-profit,not-awarded,1,OK,OKLAHOMA
2010,Specialty Crop Research Initiative,Private University or College,awarded,1,NY,NEW YORK
2010,Specialty Crop Research Initiative,Private University or College,not-awarded,1,DE,DELAWARE
2010,Specialty Crop Research Initiative,Private University or College,not-awarded,4,NY,NEW YORK
2010,Specialty Crop Research Initiative,Private University or College,not-awarded,2,PA,PENNSYLVANIA
2010,Specialty Crop Research Initiative,Private University or College,not-awarded,1,TN,TENNESSEE
2010,Specialty Crop Research Initiative,"State, Local, or Tribal Government",not-awarded,1,CT,CONNECTICUT
